frame_index,video_timestamp,header_stamp_secs,header_stamp_nsecs,pos_x,pos_y,yaw,v_calculated,w_calculated
131,1635452204.3948457,1635452204,394845753,-47.703448161099594,102.25744162607168,1.9595787820394022,-3.308268210180617,0.007346698040420561
132,1635452204.4321005,1635452204,432100542,-47.71530137552866,102.2863702187113,1.959416527677752,-3.3422136246349816,0.013361976565282471
133,1635452204.4644687,1635452204,464468641,-47.75244786806328,102.37716066344923,1.9589069128051606,-2.5784991090921947,0.013872234381196828
134,1635452204.494388,1635452204,494388212,-47.77687911950934,102.43693872777874,1.9587387179653517,-3.305980799515945,0.008686202860024583
135,1635452204.538748,1635452204,538748088,-47.789460088851605,102.46772167790023,1.958652105368865,-3.396229982317066,0.006794081744919836
136,1635452204.5647907,1635452204,564790813,-47.82648022003645,102.55835699778456,1.9584822337446686,-2.599378046739963,5.635935033562246e-05
137,1635452204.5948734,1635452204,594873421,-47.85186807471428,102.62054352600042,1.9583660306146236,-3.309957571165745,0.006065969035482796
138,1635452204.6315236,1635452204,631523561,-47.8635934726008,102.64926441619633,1.9583123621202696,-3.3455044898664204,0.008974035648115398
139,1635452204.663231,1635452204,663230919,-47.90068610258625,102.74015441023606,1.958227426308373,-2.5369160854785635,0.011765454006556922
140,1635452204.6946912,1635452204,694691106,-47.92560589221705,102.80128343767198,1.9577703903129005,-3.311342611215612,0.014037793391665759
141,1635452204.7320395,1635452204,732039454,-47.93773495809141,102.83103641759641,1.9575479398115854,-3.3430489704815307,0.014337926266306191
142,1635452204.764285,1635452204,764285066,-47.97468853565834,102.92182806361181,1.9571232607508908,-2.5915987487240115,-0.0006292140459472741
143,1635452204.80581,1635452204,805809892,-48.01140264141221,103.0120972157816,1.9570383249389944,-3.2080960303229116,0.008942429669804316
144,1635452204.8316472,1635452204,831647263,-48.01140264141221,103.0120972157816,1.9570383249389944,-3.2903046537506255,0.017643474701953925
145,1635452204.8635564,1635452204,863556430,-48.04790803235885,103.10183135984502,1.9572931323752898,-2.4750946696661833,0.008441122742500872
146,1635452204.9063218,1635452204,906321869,-48.08242625789672,103.18684629031694,1.9556793519452165,-2.90571510397395,0.009967202355026633
147,1635452204.9388928,1635452204,938892907,-48.08242625789672,103.18684629031694,1.9556793519452165,-2.912190113922884,0.007451358301077182
148,1635452204.9638283,1635452204,963828432,-48.11400176833235,103.26468947150741,1.9566136458782994,-2.08369908000683,0.0064841860724126725
149,1635452204.9946594,1635452204,994659414,-48.1332829731672,103.31219450962162,1.9562706756947297,-2.4377657679608378,-0.009884836602869682
150,1635452205.0314364,1635452205,31436430,-48.14265145629978,103.3352765811051,1.956104031005911,-2.4053217423025615,-0.0007511117668482898
151,1635452205.0633662,1635452205,63366171,-48.168465842881474,103.39893237152552,1.956019095193812,-1.6335810409121525,-0.0021522306552780954
152,1635452205.0947037,1635452205,94703708,-48.18378683912481,103.43668484733736,1.956419748984696,-1.9073547188844597,-0.013408909194697493
153,1635452205.1316354,1635452205,131635324,-48.191201454059595,103.45495520433857,1.9566136458785004,-1.8733567427945674,-0.009899815318419115
154,1635452205.1637573,1635452205,163757333,-48.211046899679765,103.50378494739387,1.9570383249389924,-1.2509013216271547,-0.006975937939565362
155,1635452205.1954174,1635452205,195417479,-48.22328961574942,103.53389350101246,1.9569780098723113,-1.3960189332893538,-0.00431806746361712
156,1635452205.232131,1635452205,232130990,-48.22828711989165,103.5461838800892,1.9569533891268933,-1.360674364098404,-0.007496728886707325
157,1635452205.2647567,1635452205,264756670,-48.24262842657322,103.58144492127684,1.9572081965631887,-0.8532587799334141,-0.0043888843211102495
158,1635452205.2952628,1635452205,295262848,-48.250837033750926,103.60161028473817,1.957447115290704,-0.9561342100222577,-0.00551922593919115
159,1635452205.331373,1635452205,331373016,-48.25430109407968,103.61012013714907,1.9575479398115836,-0.9418263391414584,-0.0030407892004375016
160,1635452205.3633165,1635452205,363316488,-48.26391906924278,103.63374202529273,1.9573780681873871,-0.5939646894530355,0.00298130840926741
161,1635452205.4150388,1635452205,415038889,-48.273372667083244,103.65696584784185,1.9573780681873871,-0.8056265188711739,0.009350099672426249
162,1635452205.4398072,1635452205,439807151,-48.273372667083244,103.65696584784185,1.9573780681873871,-0.851803779576068,0.008800938330449926
163,1635452205.4645998,1635452205,464599948,-48.28270412656661,103.67990357040524,1.9569533891266926,-0.6401268647954613,0.00753537583142292
164,1635452205.4947016,1635452205,494701541,-48.28899067131653,103.6953716213989,1.9567819148446726,-0.8244780449761572,0.006614454850754876
165,1635452205.5315032,1635452205,531503184,-48.292045809366016,103.70288879228082,1.956698581690397,-0.8332714624008856,0.0017036463085429428
166,1635452205.5641217,1635452205,564121708,-48.30143957882793,103.72600780283896,1.9567835175026969,-0.6423743935580456,-0.0025732853336604402
167,1635452205.595718,1635452205,595717808,-48.30823061685509,103.74271919476759,1.9567835175026969,-0.8325599113940184,0.0020423481492490595
168,1635452205.6322837,1635452205,632283740,-48.310807307805064,103.74905991796362,1.9567835175026969,-0.8450107055925621,0.00697573928233154
169,1635452205.664474,1635452205,664473992,-48.320343187300914,103.77253439253272,1.9565287100664013,-0.6517694535063046,0.008176794880827478
170,1635452205.7119825,1635452205,711982571,-48.3297551137438,103.79572349965684,1.956188966817806,-0.8191582600067815,0.0034065668132772543
171,1635452205.7396057,1635452205,739605676,-48.3297551137438,103.79572349965684,1.956188966817806,-0.8555310032933099,0.0009074936381103458
172,1635452205.763688,1635452205,763688181,-48.33913710019489,103.81884729441757,1.956273902629905,-0.6374687284824712,-0.0025257669921666835
173,1635452205.7951193,1635452205,795119293,-48.34568004795618,103.83496977582631,1.9563330106768169,-0.8275105245064475,0.0005164193709431635
174,1635452205.8317385,1635452205,831738354,-48.34853904480266,103.84201463162935,1.9563588384422046,-0.8331864601537551,0.005123351020432732
175,1635452205.863238,1635452205,863238109,-48.35793902161736,103.86518276726375,1.9561040310059095,-0.623470303454976,0.007411761085619708
176,1635452205.89463,1635452205,894629843,-48.364097375583334,103.88037423209249,1.9558758270541758,-0.8211320955283358,0.011190656581820786
177,1635452205.9315357,1635452205,931535817,-48.36710739563224,103.88779936776338,1.9557642877575145,-0.828172927002299,0.010698737020011723
178,1635452205.9636393,1635452205,963639216,-48.376439704095034,103.91084003321183,1.9555094803212192,-0.6340012970190553,0.006144024770660855
179,1635452205.9956558,1635452205,995655672,-48.38317292607963,103.92747799110764,1.9552639405974739,-0.833349498823376,0.007918392413916956
180,1635452206.0322165,1635452206,32216516,-48.385756187286916,103.9338612933809,1.9551697370728243,-0.8453463187484804,0.009960645351758347
181,1635452206.0644026,1635452206,64402687,-48.39529204968226,103.95743904097831,1.9550848012605246,-0.6466338154662713,0.005907490665028156
182,1635452206.0958693,1635452206,95869266,-48.40209471319739,103.97427119834997,1.954774053442397,-0.8253486382497883,0.0031359400021107693
183,1635452206.1323435,1635452206,132343498,-48.40458881246521,103.98044246807144,1.9546601222000326,-0.8308542481795906,0.0019155004376234211
184,1635452206.1639898,1635452206,163989703,-48.413712362147756,104.0030255871656,1.9548299938242288,-0.6326359461538934,0.0009502772298159885
185,1635452206.1957526,1635452206,195752697,-48.420521798786794,104.01987656349287,1.9548299938243763,-0.8284041667104,-0.0034908609717010037
186,1635452206.232224,1635452206,232223928,-48.42307089688092,104.02618469056962,1.9548299938244313,-0.8446649983501818,-0.0027757879193656015
187,1635452206.2658203,1635452206,265820175,-48.4325987483456,104.04976567655136,1.9547450580123322,-0.6741302849597235,0.0012537021364868658
188,1635452206.2953815,1635452206,295381433,-48.439214418018544,104.06613514606963,1.9549256848112764,-0.8295444362402004,0.00045935297596434157
189,1635452206.3321345,1635452206,332134376,-48.441931371396315,104.07285783442902,1.9549998654484253,-0.8316932267286004,0.0011554708238185859
190,1635452206.3632908,1635452206,363290835,-48.45128990608447,104.09601693772167,1.9546601222000306,-0.6159895670412221,0.0005949960904694158
191,1635452206.3946254,1635452206,394625527,-48.457400274131146,104.11114166155271,1.9547738913119053,-0.830351770338304,-0.0015107426599312228
192,1635452206.4318638,1635452206,431863680,-48.46041345576702,104.11860005681582,1.954829993824227,-0.8325464533565479,-0.010340750722799795
193,1635452206.4643054,1635452206,464305338,-48.46992737893194,104.14213506007495,1.9550848012607236,-0.6224233113127948,-0.008187851945103486
194,1635452206.4952438,1635452206,495243689,-48.47674096642607,104.15897777359193,1.9552634671211766,-0.9636767543364972,0.011401835060537473
195,1635452206.5401385,1635452206,540138425,-48.47964469569829,104.16615559002196,1.955339608697019,-1.1034670162013842,0.026513761011191732
196,1635452206.5730677,1635452206,573067746,-48.491205971151416,104.19477270392203,1.9541505073274397,-1.0963208913892661,0.02743822213382625
197,1635452206.60658,1635452206,606580041,-48.50569250210339,104.23074929335523,1.9530463417701598,-1.3972296453398585,0.02734136728817983
198,1635452206.6396255,1635452206,639625456,-48.50569250210339,104.23074929335523,1.9530463417701598,-1.5763975623061592,0.016060170041100275
199,1635452206.6658032,1635452206,665803095,-48.52237421559599,104.27223852118044,1.953131277582259,-1.3427877848617848,0.004006099848632322
200,1635452206.6954508,1635452206,695450778,-48.53653437760531,104.3074823207202,1.952708218022005,-1.9001509854948049,-0.00038113161758005897
201,1635452206.7321208,1635452206,732120724,-48.54227433087264,104.32176872240035,1.9525367268975704,-1.9850498634537463,-4.852033834114398e-06
202,1635452206.7643533,1635452206,764353264,-48.5647695181277,104.3777854083217,1.952791534333866,-1.7110947717012328,0.004299839837032523
203,1635452206.7947652,1635452206,794765311,-48.58207008405495,104.42085077283086,1.952791534333866,-2.4200678575279935,0.004108005670812623
204,1635452206.831743,1635452206,831742986,-48.590277503169595,104.44128105802143,1.952791534333866,-2.5035950377044127,0.010314179981928418
205,1635452206.86293,1635452206,862930067,-48.61862736161409,104.5119375624704,1.951942176212882,-2.051569694889454,0.013813722368537337
206,1635452206.8946702,1635452206,894670202,-48.63942480496148,104.56383490415485,1.951942176212882,-2.9286180659347236,0.009721575295255917
207,1635452206.93206,1635452206,932059984,-48.64961721676828,104.58926875529177,1.951942176212882,-3.0309880085771552,0.0030936502491496036
208,1635452206.9638424,1635452206,963842289,-48.68337671998058,104.67353197485633,1.9517723045886854,-2.495066321925666,-0.01003620741051572
209,1635452206.9954736,1635452206,995473520,-48.70900699590012,104.73751263397337,1.9518326737077027,-3.2883441231051855,0.006181792089331924
210,1635452207.0321412,1635452207,32141324,-48.71943701595614,104.76354901219587,1.9518572404007846,-3.333469711921579,0.014409452537126406
211,1635452207.0644002,1635452207,64400097,-48.75592437687297,104.8546321284381,1.9517723045886854,-2.6298453298529356,0.018818015229750455
212,1635452207.0950768,1635452207,95076794,-48.78147339840287,104.91854357990842,1.95082935894221,-3.328097008964383,0.019930774411176126
213,1635452207.132132,1635452207,132132032,-48.79274561932867,104.94674129385288,1.9504133315951102,-3.363010185172943,0.012925672688901041
